FAT; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1232.9; EUR; 70; 70; 75; 46.95; 4.70; B; B1; B1; NOP;
TUS; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1229.0; EUR; 70; 70; 75; 7.94; 0.79; B; B1; B1; NOP;
TUS; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.5; EUR; 25; 15; 10; 10.32; 1.23; L; L1; L1; NOP;
TUS; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 245.8; EUR; 25; 15; 10; 4.42; 0.81; L; L1; L1; NOP;
SAN; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1328.5; EUR; 70; 70; 75; 43.46; 4.35; B; B1; B1; NOP;
SAN; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 159.4; EUR; 25; 15; 10; 56.50; 6.75; L; L1; L1; NOP;
SAN; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 265.7; EUR; 25; 15; 10; 24.21; 4.42; L; L1; L1; NOP;
SAN; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1284.6; EUR; 70; 70; 75; 43.46; 4.35; B; B1; B1; NOP;
SAN; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 154.2; EUR; 25; 15; 10; 56.50; 6.75; L; L1; L1; NOP;
SAN; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 256.9; EUR; 25; 15; 10; 24.21; 4.42; L; L1; L1; NOP;
SAN; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1734.8; EUR; 70; 70; 75; 6.24; 0.62; B; B1; B1; NOP;
SAN; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 208.2; EUR; 25; 15; 10; 8.11; 0.97; L; L1; L1; NOP;
SAN; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 347.0; EUR; 25; 15; 10; 3.48; 0.63; L; L1; L1; NOP;
SAN; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1392.0; EUR; 70; 70; 75; 6.67; 0.67; B; B1; B1; NOP;
SAN; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 167.0; EUR; 25; 15; 10; 8.67; 1.04; L; L1; L1; NOP;
SAN; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 278.4; EUR; 25; 15; 10; 3.72; 0.68; L; L1; L1; NOP;
SAN; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1768.1; EUR; 70; 70; 75; 6.82; 0.68; B; B1; B1; NOP;
SAN; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 212.2; EUR; 25; 15; 10; 8.87; 1.06; L; L1; L1; NOP;
SAN; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 353.6; EUR; 25; 15; 10; 3.80; 0.69; L; L1; L1; NOP;
SAN; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1534.9; EUR; 70; 70; 75; 6.48; 0.65; B; B1; B1; NOP;
SAN; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 184.2; EUR; 25; 15; 10; 8.42; 1.01; L; L1; L1; NOP;
SAN; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 307.0; EUR; 25; 15; 10; 3.61; 0.66; L; L1; L1; NOP;
SAN; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1249.0; EUR; 70; 70; 75; 4.91; 0.49; B; B1; B1; NOP;
SAN; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 149.9; EUR; 25; 15; 10; 6.38; 0.76; L; L1; L1; NOP;
SAN; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 249.8; EUR; 25; 15; 10; 2.74; 0.50; L; L1; L1; NOP;
SAN; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1607.3; EUR; 70; 70; 75; 5.29; 0.53; B; B1; B1; NOP;
SAN; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 192.9; EUR; 25; 15; 10; 6.87; 0.82; L; L1; L1; NOP;
SAN; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 321.5; EUR; 25; 15; 10; 2.95; 0.54; L; L1; L1; NOP;
SAN; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1685.5; EUR; 70; 70; 75; 8.07; 0.81; B; B1; B1; NOP;
SAN; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 202.3; EUR; 25; 15; 10; 10.49; 1.25; L; L1; L1; NOP;
SAN; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 337.1; EUR; 25; 15; 10; 4.50; 0.82; L; L1; L1; NOP;
SAN; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1575.1; EUR; 70; 70; 75; 7.03; 0.70; B; B1; B1; NOP;
SAN; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 189.0; EUR; 25; 15; 10; 9.14; 1.09; L; L1; L1; NOP;
SAN; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 315.0; EUR; 25; 15; 10; 3.92; 0.72; L; L1; L1; NOP;
SAN; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1848.3; EUR; 70; 70; 75; 7.78; 0.78; B; B1; B1; NOP;
SAN; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 221.8; EUR; 25; 15; 10; 10.11; 1.21; L; L1; L1; NOP;
SAN; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 369.7; EUR; 25; 15; 10; 4.33; 0.79; L; L1; L1; NOP;
SAN; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1431.6; EUR; 70; 70; 75; 7.19; 0.72; B; B1; B1; NOP;
SAN; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 171.8; EUR; 25; 15; 10; 9.35; 1.12; L; L1; L1; NOP;
SAN; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 286.3; EUR; 25; 15; 10; 4.01; 0.73; L; L1; L1; NOP;
SAN; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1530.8; EUR; 70; 70; 75; 9.11; 0.91; B; B1; B1; NOP;
SAN; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 183.7; EUR; 25; 15; 10; 11.85; 1.42; L; L1; L1; NOP;
SAN; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 306.2; EUR; 25; 15; 10; 5.08; 0.93; L; L1; L1; NOP;
SAN; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1646.8; EUR; 70; 70; 75; 6.98; 0.70; B; B1; B1; NOP;
SAN; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 197.6; EUR; 25; 15; 10; 9.08; 1.09; L; L1; L1; NOP;
SAN; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 329.4; EUR; 25; 15; 10; 3.89; 0.71; L; L1; L1; NOP;
SAN; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1800.5; EUR; 70; 70; 75; 5.95; 0.60; B; B1; B1; NOP;
SAN; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 216.1; EUR; 25; 15; 10; 7.74; 0.93; L; L1; L1; NOP;
SAN; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 360.1; EUR; 25; 15; 10; 3.32; 0.61; L; L1; L1; NOP;
SAN; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1634.9; EUR; 70; 70; 75; 8.73; 0.87; B; B1; B1; NOP;
SAN; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 196.2; EUR; 25; 15; 10; 11.35; 1.36; L; L1; L1; NOP;
SAN; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 327.0; EUR; 25; 15; 10; 4.87; 0.89; L; L1; L1; NOP;
SAN; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1754.3; EUR; 70; 70; 75; 6.93; 0.69; B; B1; B1; NOP;
SAN; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 210.5; EUR; 25; 15; 10; 9.01; 1.08; L; L1; L1; NOP;
SAN; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 350.9; EUR; 25; 15; 10; 3.86; 0.70; L; L1; L1; NOP;
SAN; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1448.6; EUR; 70; 70; 75; 7.09; 0.71; B; B1; B1; NOP;
SAN; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 173.8; EUR; 25; 15; 10; 9.23; 1.10; L; L1; L1; NOP;
SAN; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 289.7; EUR; 25; 15; 10; 3.95; 0.72; L; L1; L1; NOP;
SAN; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1943.8; EUR; 70; 70; 75; 7.35; 0.74; B; B1; B1; NOP;
SAN; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 233.3; EUR; 25; 15; 10; 9.56; 1.14; L; L1; L1; NOP;
SAN; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 388.8; EUR; 25; 15; 10; 4.10; 0.75; L; L1; L1; NOP;
SAN; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1293.5; EUR; 70; 70; 75; 8.39; 0.84; B; B1; B1; NOP;
SAN; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 155.2; EUR; 25; 15; 10; 10.90; 1.30; L; L1; L1; NOP;
SAN; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 258.7; EUR; 25; 15; 10; 4.67; 0.85; L; L1; L1; NOP;
SAN; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1354.4; EUR; 70; 70; 75; 5.64; 0.56; B; B1; B1; NOP;
SAN; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 162.5; EUR; 25; 15; 10; 7.33; 0.88; L; L1; L1; NOP;
SAN; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 270.9; EUR; 25; 15; 10; 3.14; 0.57; L; L1; L1; NOP;
SAN; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1157.4; EUR; 70; 70; 75; 7.55; 0.76; B; B1; B1; NOP;
SAN; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 138.9; EUR; 25; 15; 10; 9.81; 1.17; L; L1; L1; NOP;
SAN; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 231.5; EUR; 25; 15; 10; 4.20; 0.77; L; L1; L1; NOP;
IAH; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 857.0; EUR; 70; 70; 75; 40.32; 4.03; B; B1; B1; NOP;
IAH; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 102.8; EUR; 25; 15; 10; 52.42; 6.27; L; L1; L1; NOP;
IAH; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 171.4; EUR; 25; 15; 10; 22.47; 4.10; L; L1; L1; NOP;
IAH; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1156.8; EUR; 70; 70; 75; 40.32; 4.03; B; B1; B1; NOP;
IAH; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 138.8; EUR; 25; 15; 10; 52.42; 6.27; L; L1; L1; NOP;
IAH; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 231.4; EUR; 25; 15; 10; 22.47; 4.10; L; L1; L1; NOP;
IAH; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1138.8; EUR; 70; 70; 75; 5.79; 0.58; B; B1; B1; NOP;
IAH; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 136.6; EUR; 25; 15; 10; 7.53; 0.90; L; L1; L1; NOP;
IAH; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 227.8; EUR; 25; 15; 10; 3.23; 0.59; L; L1; L1; NOP;
IAH; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1042.5; EUR; 70; 70; 75; 6.19; 0.62; B; B1; B1; NOP;
IAH; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 125.1; EUR; 25; 15; 10; 8.05; 0.96; L; L1; L1; NOP;
IAH; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 208.5; EUR; 25; 15; 10; 3.45; 0.63; L; L1; L1; NOP;
IAH; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1247.4; EUR; 70; 70; 75; 6.34; 0.63; B; B1; B1; NOP;
IAH; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 149.7; EUR; 25; 15; 10; 8.24; 0.98; L; L1; L1; NOP;
IAH; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 249.5; EUR; 25; 15; 10; 3.53; 0.64; L; L1; L1; NOP;
IAH; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1045.5; EUR; 70; 70; 75; 6.01; 0.60; B; B1; B1; NOP;
IAH; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 125.5; EUR; 25; 15; 10; 7.81; 0.93; L; L1; L1; NOP;
IAH; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 209.1; EUR; 25; 15; 10; 3.35; 0.61; L; L1; L1; NOP;
IAH; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 836.9; EUR; 70; 70; 75; 4.55; 0.46; B; B1; B1; NOP;
IAH; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 100.4; EUR; 25; 15; 10; 5.91; 0.71; L; L1; L1; NOP;
IAH; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 167.4; EUR; 25; 15; 10; 2.53; 0.46; L; L1; L1; NOP;
IAH; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1117.5; EUR; 70; 70; 75; 4.90; 0.49; B; B1; B1; NOP;
IAH; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 134.1; EUR; 25; 15; 10; 6.37; 0.76; L; L1; L1; NOP;
IAH; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 223.5; EUR; 25; 15; 10; 2.73; 0.50; L; L1; L1; NOP;
IAH; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1384.9; EUR; 70; 70; 75; 7.48; 0.75; B; B1; B1; NOP;
IAH; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 166.2; EUR; 25; 15; 10; 9.73; 1.16; L; L1; L1; NOP;
IAH; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 277.0; EUR; 25; 15; 10; 4.17; 0.76; L; L1; L1; NOP;
IAH; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1341.4; EUR; 70; 70; 75; 6.53; 0.65; B; B1; B1; NOP;
IAH; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 161.0; EUR; 25; 15; 10; 8.49; 1.01; L; L1; L1; NOP;
IAH; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 268.3; EUR; 25; 15; 10; 3.64; 0.66; L; L1; L1; NOP;
IAH; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1319.5; EUR; 70; 70; 75; 7.22; 0.72; B; B1; B1; NOP;
IAH; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 158.3; EUR; 25; 15; 10; 9.39; 1.12; L; L1; L1; NOP;
IAH; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 263.9; EUR; 25; 15; 10; 4.02; 0.73; L; L1; L1; NOP;
IAH; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1237.3; EUR; 70; 70; 75; 6.67; 0.67; B; B1; B1; NOP;
IAH; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.5; EUR; 25; 15; 10; 8.67; 1.04; L; L1; L1; NOP;
IAH; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 247.5; EUR; 25; 15; 10; 3.72; 0.68; L; L1; L1; NOP;
IAH; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1053.4; EUR; 70; 70; 75; 8.45; 0.85; B; B1; B1; NOP;
IAH; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 126.4; EUR; 25; 15; 10; 10.99; 1.31; L; L1; L1; NOP;
IAH; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 210.7; EUR; 25; 15; 10; 4.71; 0.86; L; L1; L1; NOP;
IAH; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1204.4; EUR; 70; 70; 75; 6.48; 0.65; B; B1; B1; NOP;
IAH; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 144.5; EUR; 25; 15; 10; 8.42; 1.01; L; L1; L1; NOP;
IAH; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 240.9; EUR; 25; 15; 10; 3.61; 0.66; L; L1; L1; NOP;
IAH; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1335.3; EUR; 70; 70; 75; 5.52; 0.55; B; B1; B1; NOP;
IAH; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 160.2; EUR; 25; 15; 10; 7.18; 0.86; L; L1; L1; NOP;
IAH; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 267.0; EUR; 25; 15; 10; 3.08; 0.56; L; L1; L1; NOP;
IAH; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1423.3; EUR; 70; 70; 75; 8.10; 0.81; B; B1; B1; NOP;
IAH; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 170.8; EUR; 25; 15; 10; 10.53; 1.26; L; L1; L1; NOP;
IAH; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 284.7; EUR; 25; 15; 10; 4.51; 0.82; L; L1; L1; NOP;
IAH; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1187.0; EUR; 70; 70; 75; 6.43; 0.64; B; B1; B1; NOP;
IAH; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 142.4; EUR; 25; 15; 10; 8.35; 1.00; L; L1; L1; NOP;
IAH; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 237.4; EUR; 25; 15; 10; 3.58; 0.65; L; L1; L1; NOP;
IAH; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1256.5; EUR; 70; 70; 75; 6.58; 0.66; B; B1; B1; NOP;
IAH; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 150.8; EUR; 25; 15; 10; 8.56; 1.02; L; L1; L1; NOP;
IAH; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 251.3; EUR; 25; 15; 10; 3.67; 0.67; L; L1; L1; NOP;
IAH; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1234.0; EUR; 70; 70; 75; 6.82; 0.68; B; B1; B1; NOP;
IAH; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.1; EUR; 25; 15; 10; 8.86; 1.06; L; L1; L1; NOP;
IAH; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.8; EUR; 25; 15; 10; 3.80; 0.69; L; L1; L1; NOP;
IAH; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1283.1; EUR; 70; 70; 75; 7.78; 0.78; B; B1; B1; NOP;
IAH; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 154.0; EUR; 25; 15; 10; 10.11; 1.21; L; L1; L1; NOP;
IAH; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 256.6; EUR; 25; 15; 10; 4.33; 0.79; L; L1; L1; NOP;
IAH; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1232.9; EUR; 70; 70; 75; 5.23; 0.52; B; B1; B1; NOP;
IAH; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.9; EUR; 25; 15; 10; 6.79; 0.81; L; L1; L1; NOP;
IAH; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.6; EUR; 25; 15; 10; 2.91; 0.53; L; L1; L1; NOP;
IAH; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1035.3; EUR; 70; 70; 75; 7.00; 0.70; B; B1; B1; NOP;
IAH; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 124.2; EUR; 25; 15; 10; 9.09; 1.09; L; L1; L1; NOP;
IAH; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 207.1; EUR; 25; 15; 10; 3.90; 0.71; L; L1; L1; NOP;
SLC; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1282.4; EUR; 70; 70; 75; 32.91; 3.29; B; B1; B1; NOP;
SLC; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 153.9; EUR; 25; 15; 10; 42.78; 5.11; L; L1; L1; NOP;
SLC; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 256.5; EUR; 25; 15; 10; 18.33; 3.35; L; L1; L1; NOP;
SLC; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1244.1; EUR; 70; 70; 75; 32.91; 3.29; B; B1; B1; NOP;
SLC; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 149.3; EUR; 25; 15; 10; 42.78; 5.11; L; L1; L1; NOP;
SLC; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 248.8; EUR; 25; 15; 10; 18.33; 3.35; L; L1; L1; NOP;
SLC; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1316.5; EUR; 70; 70; 75; 4.72; 0.47; B; B1; B1; NOP;
SLC; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 158.0; EUR; 25; 15; 10; 6.14; 0.73; L; L1; L1; NOP;
SLC; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 263.3; EUR; 25; 15; 10; 2.63; 0.48; L; L1; L1; NOP;
SLC; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1257.5; EUR; 70; 70; 75; 5.05; 0.51; B; B1; B1; NOP;
SLC; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 150.9; EUR; 25; 15; 10; 6.57; 0.78; L; L1; L1; NOP;
SLC; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 251.5; EUR; 25; 15; 10; 2.81; 0.51; L; L1; L1; NOP;
SLC; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1467.9; EUR; 70; 70; 75; 5.17; 0.52; B; B1; B1; NOP;
SLC; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 176.1; EUR; 25; 15; 10; 6.71; 0.80; L; L1; L1; NOP;
SLC; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 293.6; EUR; 25; 15; 10; 2.88; 0.53; L; L1; L1; NOP;
SLC; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1499.9; EUR; 70; 70; 75; 4.90; 0.49; B; B1; B1; NOP;
SLC; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 180.0; EUR; 25; 15; 10; 6.37; 0.76; L; L1; L1; NOP;
SLC; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 300.0; EUR; 25; 15; 10; 2.73; 0.50; L; L1; L1; NOP;
SLC; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1250.1; EUR; 70; 70; 75; 3.72; 0.37; B; B1; B1; NOP;
SLC; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 150.0; EUR; 25; 15; 10; 4.83; 0.58; L; L1; L1; NOP;
SLC; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 250.0; EUR; 25; 15; 10; 2.07; 0.38; L; L1; L1; NOP;
SLC; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1304.3; EUR; 70; 70; 75; 4.00; 0.40; B; B1; B1; NOP;
SLC; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 156.5; EUR; 25; 15; 10; 5.20; 0.62; L; L1; L1; NOP;
SLC; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 260.9; EUR; 25; 15; 10; 2.23; 0.41; L; L1; L1; NOP;
SLC; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1466.4; EUR; 70; 70; 75; 6.11; 0.61; B; B1; B1; NOP;
SLC; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 176.0; EUR; 25; 15; 10; 7.94; 0.95; L; L1; L1; NOP;
SLC; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 293.3; EUR; 25; 15; 10; 3.41; 0.62; L; L1; L1; NOP;
SLC; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1230.3; EUR; 70; 70; 75; 5.33; 0.53; B; B1; B1; NOP;
SLC; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.6; EUR; 25; 15; 10; 6.93; 0.83; L; L1; L1; NOP;
SLC; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.1; EUR; 25; 15; 10; 2.97; 0.54; L; L1; L1; NOP;
SLC; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1521.1; EUR; 70; 70; 75; 5.89; 0.59; B; B1; B1; NOP;
SLC; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 182.5; EUR; 25; 15; 10; 7.66; 0.92; L; L1; L1; NOP;
SLC; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 304.2; EUR; 25; 15; 10; 3.28; 0.60; L; L1; L1; NOP;
SLC; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1194.1; EUR; 70; 70; 75; 5.44; 0.54; B; B1; B1; NOP;
SLC; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 143.3; EUR; 25; 15; 10; 7.08; 0.85; L; L1; L1; NOP;
SLC; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 238.8; EUR; 25; 15; 10; 3.03; 0.55; L; L1; L1; NOP;
SLC; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1194.5; EUR; 70; 70; 75; 6.90; 0.69; B; B1; B1; NOP;
SLC; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 143.3; EUR; 25; 15; 10; 8.97; 1.07; L; L1; L1; NOP;
